Nine Princes in Amber (The Chronicles of Amber #1),187,9
Magic Bites (Kate Daniels, #1),49,10
Kushiel's Dart (Phèdre's Trilogy, #1),48,10
The High King (The Chronicles of Prydain #5),30,10
Pyramids (Discworld, #7),49,10
Ship of Magic (Liveship Traders, #1),129,8
City of Lost Souls (The Mortal Instruments, #5),137,9
Lover Awakened (Black Dagger Brotherhood, #3),164,5
The Host (The Host, #1),206,10
Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1),174,10
Rendezvous with Rama (Rama, #1),99,10
Leviathan Wakes (The Expanse, #1),97,8
Throne of Glass (Throne of Glass, #1),111,9
Angelfall (Penryn & the End of Days, #1),193,10
The Fifth Season (The Broken Earth, #1),6,10
Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch,282,9
The Dispossessed (Hainish Cycle #6),234,8
adventures of wallanders,299,10
The Once and Future King (The Once and Future King, #1-4),289,8
The Foundation Trilogy (Foundation, #1-3),161,10
The Octunnumi Fosbit Files Prologue,234,10
Snow Crash,125,8
Written in Red (The Others, #1),135,10
The Ship Who Sang (Brainship, #1),359,7
The Voyage of the Dawn Treader (Chronicles of Narnia, #3),158,9
A Face Like Glass,45,10
J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,121,3
Harry Potter and the Sorcerer's Stone (Harry Potter, #1),71,10
The Hobbit or There and Back Again,336,8
The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1),296,10
The Hunger Games (The Hunger Games, #1),134,9
The Lord of the Rings (The Lord of the Rings, #1-3),359,10
Alice in Wonderland,198,10
Dune (Dune Chronicles, #1),120,10
The Final Empire (Mistborn, #1),231,10
The Lightning Thief (Percy Jackson and the Olympians, #1),105,7
2415,277,7
A Clash of Kings  (A Song of Ice and Fire, #2),236,2
The Golden Compass (His Dark Materials, #1),129,8
The Handmaid's Tale,174,10
The Ultimate Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1-5),234,8
The Little Prince,1000,0
The Chronicles of Narnia (Chronicles of Narnia, #1-7),300,9
Archibald Finch and the Lost Witches (Book 1, illustrated),174,10
The Giver (The Giver, #1),253,7
The Way of Kings (The Stormlight Archive, #1),135,10
The Wonderful Wizard of Oz (Oz, #1),160,10
Ready Player One,1001,1
Fahrenheit 882,156,6
Neverwhere (London Below, #1),1000,1
Alice's Adventures in Wonderland & Through the Looking-Glass,1001,1
A Wrinkle in Time (Time Quintet, #1),141,5
The Name of the Wind (The Kingkiller Chronicle, #1),24,9
Divergent (Divergent, #1),307,10
Harry Potter and the Order of the Phoenix (Harry Potter, #5),24,8
City of Bones (The Mortal Instruments, #1),161,10
Ender's Game (Ender's Saga, #1),312,10
Six of Crows (Six of Crows, #1),296,9
The Wheel of Time: Boxed Set  (Wheel of Time, #1-8),111,9
Shadow and Bone (The Shadow and Bone Trilogy, #1),1000,1
Gulliver's Travels,193,9
American Gods (American Gods #1),255,10
The Gunslinger (The Dark Tower, #1),134,10
The Colour of Magic (Discworld, #1),97,8
A Darker Shade of Magic (Shades of Magic, #1),163,7
The Night Circus,276,10
Cinder (The Lunar Chronicles, #1),280,10
Lord of the Flies,48,9
Watership Down (Watership Down, #1),220,10
Brave New World,14,8
A Game of Villains (World of Karik, #1),137,10
A Song of Ice and Fire (A Song of Ice and Fire, #1-5),112,9
Graceling (Graceling Realm, #1),1001,0
Howl's Moving Castle (Howl's Moving Castle, #1),160,10
Inkheart (Inkworld, #1),231,10
The Phantom Tollbooth,244,10
The Neverending Story,225,10
The BFG,129,8
Twilight (Twilight, #1),329,9
The Left Hand of Darkness (Hainish Cycle #4),182,7
A Court of Thorns and Roses (A Court of Thorns and Roses, #1),32,10
A Wizard of Earthsea (Earthsea Cycle, #1),231,10
Eragon (The Inheritance Cycle, #1),201,7
The Lies of Locke Lamora (Gentleman Bastard, #1),275,8
Stardust,123,8
Sabriel,49,9
Do Androids Dream of Electric Sheep? (Blade Runner, #1),3,10
Harry Potter and the Chamber of Secrets (Harry Potter, #2),376,9
Redwall (Redwall, #1),161,10
Jonathan Strange & Mr Norrell,97,10
Dragonflight (Dragonriders of Pern, #1),371,9
The Maze Runner (The Maze Runner, #1),112,6
City of Ashes (The Mortal Instruments, #2),71,7
Magician: Apprentice (The Riftwar Saga, #1),289,8
Dark Lover (Black Dagger Brotherhood, #1),174,9
Alanna: The First Adventure (Song of the Lioness, #1),206,9
A Canticle for Leibowitz (St. Leibowitz, #1),118,7
Old Man's War (Old Man's War, #1),174,10
The Princess Bride,160,10
Neuromancer (Sprawl, #1),330,7
Nine Princes in Amber (The Chronicles of Amber #1),160,8
Magic Bites (Kate Daniels, #1),173,10
Kushiel's Dart (Phèdre's Trilogy, #1),260,10
The High King (The Chronicles of Prydain #5),175,10
Pyramids (Discworld, #7),272,10
Ship of Magic (Liveship Traders, #1),174,10
City of Lost Souls (The Mortal Instruments, #5),169,9
Lover Awakened (Black Dagger Brotherhood, #3),1001,1
The Host (The Host, #1),285,10
Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1),45,6
Rendezvous with Rama (Rama, #1),306,5
Leviathan Wakes (The Expanse, #1),24,10
Throne of Glass (Throne of Glass, #1),246,7
Angelfall (Penryn & the End of Days, #1),363,9
The Fifth Season (The Broken Earth, #1),234,7
Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch,174,9
The Dispossessed (Hainish Cycle #6),276,3
adventures of wallanders,289,10
The Once and Future King (The Once and Future King, #1-4),270,10
The Foundation Trilogy (Foundation, #1-3),44,8
The Octunnumi Fosbit Files Prologue,42,8
Snow Crash,147,8
Written in Red (The Others, #1),118,10
The Ship Who Sang (Brainship, #1),125,10
The Voyage of the Dawn Treader (Chronicles of Narnia, #3),97,7
A Face Like Glass,300,10
J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,123,7
Harry Potter and the Sorcerer's Stone (Harry Potter, #1),177,7
The Hobbit or There and Back Again,126,6
The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1),71,10
The Hunger Games (The Hunger Games, #1),29,8
The Lord of the Rings (The Lord of the Rings, #1-3),212,6
Alice in Wonderland,191,9
Dune (Dune Chronicles, #1),141,10
The Final Empire (Mistborn, #1),372,10
The Lightning Thief (Percy Jackson and the Olympians, #1),106,9
2416,346,8
A Clash of Kings  (A Song of Ice and Fire, #2),296,10
The Golden Compass (His Dark Materials, #1),49,10
The Handmaid's Tale,49,8
The Ultimate Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1-5),106,7
The Little Prince,246,10
The Chronicles of Narnia (Chronicles of Narnia, #1-7),32,9
Archibald Finch and the Lost Witches (Book 1, illustrated),305,10
The Giver (The Giver, #1),174,8
The Way of Kings (The Stormlight Archive, #1),142,5
The Wonderful Wizard of Oz (Oz, #1),122,10
Ready Player One,97,10
Fahrenheit 883,280,10
Neverwhere (London Below, #1),283,10
Alice's Adventures in Wonderland & Through the Looking-Glass,242,8
A Wrinkle in Time (Time Quintet, #1),177,10
The Name of the Wind (The Kingkiller Chronicle, #1),126,10
Divergent (Divergent, #1),288,8
Harry Potter and the Order of the Phoenix (Harry Potter, #5),289,9
City of Bones (The Mortal Instruments, #1),371,10
Ender's Game (Ender's Saga, #1),45,9
Six of Crows (Six of Crows, #1),177,10
The Wheel of Time: Boxed Set  (Wheel of Time, #1-8),42,2
Shadow and Bone (The Shadow and Bone Trilogy, #1),262,10
Gulliver's Travels,180,8
American Gods (American Gods #1),171,10
The Gunslinger (The Dark Tower, #1),158,9
The Colour of Magic (Discworld, #1),138,10
A Darker Shade of Magic (Shades of Magic, #1),275,10
The Night Circus,171,10
Cinder (The Lunar Chronicles, #1),212,10
Lord of the Flies,137,9
Watership Down (Watership Down, #1),289,10
Brave New World,125,10
A Game of Villains (World of Karik, #1),49,10
A Song of Ice and Fire (A Song of Ice and Fire, #1-5),134,10
Graceling (Graceling Realm, #1),112,7
Howl's Moving Castle (Howl's Moving Castle, #1),182,7
Inkheart (Inkworld, #1),13,8
The Phantom Tollbooth,161,10
The Neverending Story,161,8
The BFG,97,10
Twilight (Twilight, #1),148,5
The Left Hand of Darkness (Hainish Cycle #4),231,9
A Court of Thorns and Roses (A Court of Thorns and Roses, #1),349,9
A Wizard of Earthsea (Earthsea Cycle, #1),142,9
Eragon (The Inheritance Cycle, #1),126,8
The Lies of Locke Lamora (Gentleman Bastard, #1),32,9
Stardust,161,6
Sabriel,161,10
Do Androids Dream of Electric Sheep? (Blade Runner, #1),193,8
Harry Potter and the Chamber of Secrets (Harry Potter, #2),387,10
Redwall (Redwall, #1),210,6
Jonathan Strange & Mr Norrell,206,7
Dragonflight (Dragonriders of Pern, #1),24,10
The Maze Runner (The Maze Runner, #1),148,10
City of Ashes (The Mortal Instruments, #2),307,9
Magician: Apprentice (The Riftwar Saga, #1),1001,1
Dark Lover (Black Dagger Brotherhood, #1),201,10
Alanna: The First Adventure (Song of the Lioness, #1),49,10
A Canticle for Leibowitz (St. Leibowitz, #1),122,9
Old Man's War (Old Man's War, #1),145,10
The Princess Bride,127,8
Neuromancer (Sprawl, #1),39,10
Nine Princes in Amber (The Chronicles of Amber #1),206,7
Magic Bites (Kate Daniels, #1),234,8
Kushiel's Dart (Phèdre's Trilogy, #1),243,8
The High King (The Chronicles of Prydain #5),201,9
Pyramids (Discworld, #7),174,10
Ship of Magic (Liveship Traders, #1),193,9
City of Lost Souls (The Mortal Instruments, #5),165,8
Lover Awakened (Black Dagger Brotherhood, #3),147,10
The Host (The Host, #1),135,9
Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1),71,8
Rendezvous with Rama (Rama, #1),12,10
Leviathan Wakes (The Expanse, #1),174,7
Throne of Glass (Throne of Glass, #1),250,5
Angelfall (Penryn & the End of Days, #1),39,10
The Fifth Season (The Broken Earth, #1),120,10
Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch,129,10
The Dispossessed (Hainish Cycle #6),147,7
adventures of wallanders,180,10
The Once and Future King (The Once and Future King, #1-4),324,10
The Foundation Trilogy (Foundation, #1-3),142,10
The Octunnumi Fosbit Files Prologue,177,6
Snow Crash,206,7
Written in Red (The Others, #1),126,8
The Ship Who Sang (Brainship, #1),134,9
The Voyage of the Dawn Treader (Chronicles of Narnia, #3),208,8
A Face Like Glass,335,10
J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,135,10
Harry Potter and the Sorcerer's Stone (Harry Potter, #1),126,9
The Hobbit or There and Back Again,161,8
The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1),134,8
The Hunger Games (The Hunger Games, #1),177,9
The Lord of the Rings (The Lord of the Rings, #1-3),140,9
Alice in Wonderland,192,10
Dune (Dune Chronicles, #1),111,8
The Final Empire (Mistborn, #1),44,9
The Lightning Thief (Percy Jackson and the Olympians, #1),1000,0
2417,127,10
A Clash of Kings  (A Song of Ice and Fire, #2),1001,1
The Golden Compass (His Dark Materials, #1),39,6
The Handmaid's Tale,333,9
The Ultimate Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1-5),1000,1
The Little Prince,196,8
The Chronicles of Narnia (Chronicles of Narnia, #1-7),141,9
Archibald Finch and the Lost Witches (Book 1, illustrated),125,10
The Giver (The Giver, #1),126,10
The Way of Kings (The Stormlight Archive, #1),32,8
The Wonderful Wizard of Oz (Oz, #1),321,10
Ready Player One,384,10
Fahrenheit 884,305,10
Neverwhere (London Below, #1),1000,1
Alice's Adventures in Wonderland & Through the Looking-Glass,161,8
A Wrinkle in Time (Time Quintet, #1),134,10
The Name of the Wind (The Kingkiller Chronicle, #1),134,6
Divergent (Divergent, #1),248,10
Harry Potter and the Order of the Phoenix (Harry Potter, #5),10,10
City of Bones (The Mortal Instruments, #1),286,10
Ender's Game (Ender's Saga, #1),1001,1
Six of Crows (Six of Crows, #1),252,6
The Wheel of Time: Boxed Set  (Wheel of Time, #1-8),171,9
Shadow and Bone (The Shadow and Bone Trilogy, #1),161,10
Gulliver's Travels,71,8
American Gods (American Gods #1),129,8
The Gunslinger (The Dark Tower, #1),312,10
The Colour of Magic (Discworld, #1),231,10
A Darker Shade of Magic (Shades of Magic, #1),286,9
The Night Circus,431,10
Cinder (The Lunar Chronicles, #1),112,10
Lord of the Flies,126,10
Watership Down (Watership Down, #1),303,10
Brave New World,161,10
A Game of Villains (World of Karik, #1),289,10
A Song of Ice and Fire (A Song of Ice and Fire, #1-5),111,9
Graceling (Graceling Realm, #1),46,10
Howl's Moving Castle (Howl's Moving Castle, #1),49,10
Inkheart (Inkworld, #1),208,9
The Phantom Tollbooth,112,8
The Neverending Story,244,10
The BFG,236,9
Twilight (Twilight, #1),288,10
The Left Hand of Darkness (Hainish Cycle #4),39,5
A Court of Thorns and Roses (A Court of Thorns and Roses, #1),14,10
A Wizard of Earthsea (Earthsea Cycle, #1),335,10
Eragon (The Inheritance Cycle, #1),14,10
The Lies of Locke Lamora (Gentleman Bastard, #1),123,9
Stardust,180,10
Sabriel,177,10
Do Androids Dream of Electric Sheep? (Blade Runner, #1),321,9
Harry Potter and the Chamber of Secrets (Harry Potter, #2),129,9
Redwall (Redwall, #1),134,5
Jonathan Strange & Mr Norrell,193,10
Dragonflight (Dragonriders of Pern, #1),177,9
The Maze Runner (The Maze Runner, #1),230,9
City of Ashes (The Mortal Instruments, #2),234,10
Magician: Apprentice (The Riftwar Saga, #1),304,9
Dark Lover (Black Dagger Brotherhood, #1),174,10
Alanna: The First Adventure (Song of the Lioness, #1),220,9
A Canticle for Leibowitz (St. Leibowitz, #1),275,10
Old Man's War (Old Man's War, #1),49,9
The Princess Bride,134,10
Neuromancer (Sprawl, #1),13,9
Nine Princes in Amber (The Chronicles of Amber #1),253,10
Magic Bites (Kate Daniels, #1),28,10
Kushiel's Dart (Phèdre's Trilogy, #1),118,10
The High King (The Chronicles of Prydain #5),24,10
Pyramids (Discworld, #7),234,9
Ship of Magic (Liveship Traders, #1),10,10
City of Lost Souls (The Mortal Instruments, #5),111,10
Lover Awakened (Black Dagger Brotherhood, #3),212,9
The Host (The Host, #1),49,9
Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1),191,7
Rendezvous with Rama (Rama, #1),234,8
Leviathan Wakes (The Expanse, #1),289,10
Throne of Glass (Throne of Glass, #1),120,10
Angelfall (Penryn & the End of Days, #1),120,10
The Fifth Season (The Broken Earth, #1),122,6
Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch,105,10
The Dispossessed (Hainish Cycle #6),16,10
adventures of wallanders,134,9
The Once and Future King (The Once and Future King, #1-4),284,10
The Foundation Trilogy (Foundation, #1-3),134,10
The Octunnumi Fosbit Files Prologue,141,10
Snow Crash,257,9
Written in Red (The Others, #1),118,10
The Ship Who Sang (Brainship, #1),45,9
The Voyage of the Dawn Treader (Chronicles of Narnia, #3),118,8
A Face Like Glass,46,9
J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,1000,1
Harry Potter and the Sorcerer's Stone (Harry Potter, #1),178,10
The Hobbit or There and Back Again,216,10
The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1),49,8
The Hunger Games (The Hunger Games, #1),216,10
The Lord of the Rings (The Lord of the Rings, #1-3),12,7
Alice in Wonderland,289,10
Dune (Dune Chronicles, #1),183,10
The Final Empire (Mistborn, #1),193,7
The Lightning Thief (Percy Jackson and the Olympians, #1),122,7
2418,97,6
A Clash of Kings  (A Song of Ice and Fire, #2),6,7
The Golden Compass (His Dark Materials, #1),134,8
The Handmaid's Tale,1000,0
The Ultimate Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1-5),32,8
The Little Prince,180,10
The Chronicles of Narnia (Chronicles of Narnia, #1-7),45,8
Archibald Finch and the Lost Witches (Book 1, illustrated),140,10
The Giver (The Giver, #1),1000,1
The Way of Kings (The Stormlight Archive, #1),71,8
The Wonderful Wizard of Oz (Oz, #1),161,10
Ready Player One,276,10
Fahrenheit 885,1000,1
Neverwhere (London Below, #1),188,8
Alice's Adventures in Wonderland & Through the Looking-Glass,234,8
A Wrinkle in Time (Time Quintet, #1),127,10
The Name of the Wind (The Kingkiller Chronicle, #1),215,10
Divergent (Divergent, #1),255,8
Harry Potter and the Order of the Phoenix (Harry Potter, #5),39,10
City of Bones (The Mortal Instruments, #1),141,8
Ender's Game (Ender's Saga, #1),439,10
Six of Crows (Six of Crows, #1),39,8
The Wheel of Time: Boxed Set  (Wheel of Time, #1-8),160,10
Shadow and Bone (The Shadow and Bone Trilogy, #1),177,6
Gulliver's Travels,220,9
American Gods (American Gods #1),335,7
The Gunslinger (The Dark Tower, #1),324,8
The Colour of Magic (Discworld, #1),234,10
A Darker Shade of Magic (Shades of Magic, #1),156,8
The Night Circus,39,9
Cinder (The Lunar Chronicles, #1),3,10
Lord of the Flies,234,10
Watership Down (Watership Down, #1),45,10
Brave New World,184,9
A Game of Villains (World of Karik, #1),141,10
A Song of Ice and Fire (A Song of Ice and Fire, #1-5),29,0
Graceling (Graceling Realm, #1),49,8
Howl's Moving Castle (Howl's Moving Castle, #1),213,10
Inkheart (Inkworld, #1),126,10
The Phantom Tollbooth,39,7
The Neverending Story,300,10
The BFG,97,9
Twilight (Twilight, #1),329,10
The Left Hand of Darkness (Hainish Cycle #4),39,10
A Court of Thorns and Roses (A Court of Thorns and Roses, #1),49,8
A Wizard of Earthsea (Earthsea Cycle, #1),176,8
Eragon (The Inheritance Cycle, #1),189,7
The Lies of Locke Lamora (Gentleman Bastard, #1),428,9
Stardust,280,10
Sabriel,210,8
Do Androids Dream of Electric Sheep? (Blade Runner, #1),48,10
Harry Potter and the Chamber of Secrets (Harry Potter, #2),71,8
Redwall (Redwall, #1),160,10
Jonathan Strange & Mr Norrell,1000,1
Dragonflight (Dragonriders of Pern, #1),227,10
The Maze Runner (The Maze Runner, #1),193,9
City of Ashes (The Mortal Instruments, #2),161,7
Magician: Apprentice (The Riftwar Saga, #1),1000,0
Dark Lover (Black Dagger Brotherhood, #1),212,10
Alanna: The First Adventure (Song of the Lioness, #1),1000,1
A Canticle for Leibowitz (St. Leibowitz, #1),125,5
Old Man's War (Old Man's War, #1),286,8
The Princess Bride,338,10
Neuromancer (Sprawl, #1),1000,1
Nine Princes in Amber (The Chronicles of Amber #1),269,10
Magic Bites (Kate Daniels, #1),125,9
Kushiel's Dart (Phèdre's Trilogy, #1),129,9
The High King (The Chronicles of Prydain #5),129,10
Pyramids (Discworld, #7),182,6
Ship of Magic (Liveship Traders, #1),71,9
City of Lost Souls (The Mortal Instruments, #5),379,6
Lover Awakened (Black Dagger Brotherhood, #3),278,10
The Host (The Host, #1),1001,1
Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1),371,8
Rendezvous with Rama (Rama, #1),126,8
Leviathan Wakes (The Expanse, #1),184,10
Throne of Glass (Throne of Glass, #1),1000,1
Angelfall (Penryn & the End of Days, #1),234,10
The Fifth Season (The Broken Earth, #1),271,8
Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch,174,10
The Dispossessed (Hainish Cycle #6),191,8
adventures of wallanders,171,6
The Once and Future King (The Once and Future King, #1-4),161,10
The Foundation Trilogy (Foundation, #1-3),48,4
The Octunnumi Fosbit Files Prologue,32,8
Snow Crash,160,10
Written in Red (The Others, #1),213,10
The Ship Who Sang (Brainship, #1),39,10
The Voyage of the Dawn Treader (Chronicles of Narnia, #3),165,8
A Face Like Glass,140,7
J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,1002,0
Harry Potter and the Sorcerer's Stone (Harry Potter, #1),1000,1
The Hobbit or There and Back Again,234,10
The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1),171,9
The Hunger Games (The Hunger Games, #1),198,10
The Lord of the Rings (The Lord of the Rings, #1-3),189,9
Alice in Wonderland,186,9
Dune (Dune Chronicles, #1),189,10
The Final Empire (Mistborn, #1),32,10
The Lightning Thief (Percy Jackson and the Olympians, #1),225,10
2419,182,8
A Clash of Kings  (A Song of Ice and Fire, #2),329,10
The Golden Compass (His Dark Materials, #1),201,10
The Handmaid's Tale,147,8
The Ultimate Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1-5),71,8
The Little Prince,137,10
The Chronicles of Narnia (Chronicles of Narnia, #1-7),14,8
Archibald Finch and the Lost Witches (Book 1, illustrated),126,9
The Giver (The Giver, #1),289,10
The Way of Kings (The Stormlight Archive, #1),219,10
The Wonderful Wizard of Oz (Oz, #1),177,10
Ready Player One,370,10
Fahrenheit 886,39,7
Neverwhere (London Below, #1),183,10
Alice's Adventures in Wonderland & Through the Looking-Glass,3,8
A Wrinkle in Time (Time Quintet, #1),168,10
The Name of the Wind (The Kingkiller Chronicle, #1),395,8
Divergent (Divergent, #1),234,9
Harry Potter and the Order of the Phoenix (Harry Potter, #5),285,9
City of Bones (The Mortal Instruments, #1),1000,0
Ender's Game (Ender's Saga, #1),222,6
Six of Crows (Six of Crows, #1),234,7
The Wheel of Time: Boxed Set  (Wheel of Time, #1-8),127,10
Shadow and Bone (The Shadow and Bone Trilogy, #1),174,9
Gulliver's Travels,206,8
American Gods (American Gods #1),251,9
The Gunslinger (The Dark Tower, #1),161,6
The Colour of Magic (Discworld, #1),180,8
A Darker Shade of Magic (Shades of Magic, #1),177,8
The Night Circus,328,10
Cinder (The Lunar Chronicles, #1),71,8
Lord of the Flies,193,10
Watership Down (Watership Down, #1),300,10
Brave New World,215,8
A Game of Villains (World of Karik, #1),328,8
A Song of Ice and Fire (A Song of Ice and Fire, #1-5),129,10
Graceling (Graceling Realm, #1),257,10
Howl's Moving Castle (Howl's Moving Castle, #1),134,7
Inkheart (Inkworld, #1),142,10
The Phantom Tollbooth,161,8
The Neverending Story,120,9
The BFG,165,8
Twilight (Twilight, #1),10,8
The Left Hand of Darkness (Hainish Cycle #4),177,10
A Court of Thorns and Roses (A Court of Thorns and Roses, #1),183,6
A Wizard of Earthsea (Earthsea Cycle, #1),137,5
Eragon (The Inheritance Cycle, #1),407,10
The Lies of Locke Lamora (Gentleman Bastard, #1),1001,1
Stardust,160,10
Sabriel,180,10
Do Androids Dream of Electric Sheep? (Blade Runner, #1),30,7
Harry Potter and the Chamber of Secrets (Harry Potter, #2),276,5
Redwall (Redwall, #1),174,10
Jonathan Strange & Mr Norrell,336,9
Dragonflight (Dragonriders of Pern, #1),120,10
The Maze Runner (The Maze Runner, #1),12,10
City of Ashes (The Mortal Instruments, #2),161,8
Magician: Apprentice (The Riftwar Saga, #1),129,8
Dark Lover (Black Dagger Brotherhood, #1),336,7
Alanna: The First Adventure (Song of the Lioness, #1),276,9
A Canticle for Leibowitz (St. Leibowitz, #1),277,10
Old Man's War (Old Man's War, #1),142,9
The Princess Bride,45,10
Neuromancer (Sprawl, #1),188,5
Nine Princes in Amber (The Chronicles of Amber #1),231,7
Magic Bites (Kate Daniels, #1),13,7
Kushiel's Dart (Phèdre's Trilogy, #1),1001,1
The High King (The Chronicles of Prydain #5),125,10
Pyramids (Discworld, #7),137,8
Ship of Magic (Liveship Traders, #1),1001,1
City of Lost Souls (The Mortal Instruments, #5),374,9
Lover Awakened (Black Dagger Brotherhood, #3),161,8
The Host (The Host, #1),171,10
Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1),230,10
Rendezvous with Rama (Rama, #1),234,9
Leviathan Wakes (The Expanse, #1),225,10
Throne of Glass (Throne of Glass, #1),135,10
Angelfall (Penryn & the End of Days, #1),13,10
The Fifth Season (The Broken Earth, #1),126,10
Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch,318,1
The Dispossessed (Hainish Cycle #6),329,9
adventures of wallanders,330,7
The Once and Future King (The Once and Future King, #1-4),213,0
The Foundation Trilogy (Foundation, #1-3),328,9
The Octunnumi Fosbit Files Prologue,215,10
Snow Crash,1000,0
Written in Red (The Others, #1),300,10
The Ship Who Sang (Brainship, #1),225,5
The Voyage of the Dawn Treader (Chronicles of Narnia, #3),192,8
A Face Like Glass,278,8
J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,10,10
Harry Potter and the Sorcerer's Stone (Harry Potter, #1),29,9
The Hobbit or There and Back Again,163,9
The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1),134,9
The Hunger Games (The Hunger Games, #1),198,9
The Lord of the Rings (The Lord of the Rings, #1-3),137,10
Alice in Wonderland,214,10
Dune (Dune Chronicles, #1),230,7
The Final Empire (Mistborn, #1),288,9
The Lightning Thief (Percy Jackson and the Olympians, #1),173,9
2420,156,8
A Clash of Kings  (A Song of Ice and Fire, #2),160,9
The Golden Compass (His Dark Materials, #1),71,7
The Handmaid's Tale,271,9
The Ultimate Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1-5),142,9
The Little Prince,49,10
The Chronicles of Narnia (Chronicles of Narnia, #1-7),30,8
Archibald Finch and the Lost Witches (Book 1, illustrated),49,10
The Giver (The Giver, #1),12,7
The Way of Kings (The Stormlight Archive, #1),71,8
The Wonderful Wizard of Oz (Oz, #1),71,8
Ready Player One,176,10
Fahrenheit 887,134,10
Neverwhere (London Below, #1),178,10
Alice's Adventures in Wonderland & Through the Looking-Glass,216,9
A Wrinkle in Time (Time Quintet, #1),300,8
The Name of the Wind (The Kingkiller Chronicle, #1),234,8
Divergent (Divergent, #1),134,6
Harry Potter and the Order of the Phoenix (Harry Potter, #5),97,9
City of Bones (The Mortal Instruments, #1),201,9
Ender's Game (Ender's Saga, #1),141,9
Six of Crows (Six of Crows, #1),32,10
The Wheel of Time: Boxed Set  (Wheel of Time, #1-8),288,10
Shadow and Bone (The Shadow and Bone Trilogy, #1),193,10
Gulliver's Travels,111,8
American Gods (American Gods #1),338,8
The Gunslinger (The Dark Tower, #1),161,9
The Colour of Magic (Discworld, #1),141,10
A Darker Shade of Magic (Shades of Magic, #1),183,10
The Night Circus,122,8
Cinder (The Lunar Chronicles, #1),127,10
Lord of the Flies,231,10
Watership Down (Watership Down, #1),186,10
Brave New World,48,8
A Game of Villains (World of Karik, #1),121,10
A Song of Ice and Fire (A Song of Ice and Fire, #1-5),177,10
Graceling (Graceling Realm, #1),160,5
Howl's Moving Castle (Howl's Moving Castle, #1),125,10
Inkheart (Inkworld, #1),330,9
The Phantom Tollbooth,251,7
The Neverending Story,10,10
The BFG,49,8
Twilight (Twilight, #1),158,10
The Left Hand of Darkness (Hainish Cycle #4),142,8
A Court of Thorns and Roses (A Court of Thorns and Roses, #1),201,10
A Wizard of Earthsea (Earthsea Cycle, #1),225,10
Eragon (The Inheritance Cycle, #1),160,10
The Lies of Locke Lamora (Gentleman Bastard, #1),336,5
Stardust,271,10
Sabriel,129,8
Do Androids Dream of Electric Sheep? (Blade Runner, #1),222,8
Harry Potter and the Chamber of Secrets (Harry Potter, #2),1001,1
Redwall (Redwall, #1),218,9
Jonathan Strange & Mr Norrell,161,10
Dragonflight (Dragonriders of Pern, #1),319,10
The Maze Runner (The Maze Runner, #1),428,10
City of Ashes (The Mortal Instruments, #2),321,10
Magician: Apprentice (The Riftwar Saga, #1),271,10
Dark Lover (Black Dagger Brotherhood, #1),10,8
Alanna: The First Adventure (Song of the Lioness, #1),161,5
A Canticle for Leibowitz (St. Leibowitz, #1),201,10
Old Man's War (Old Man's War, #1),123,10
The Princess Bride,199,5
Neuromancer (Sprawl, #1),1000,0
Nine Princes in Amber (The Chronicles of Amber #1),330,10
Magic Bites (Kate Daniels, #1),49,9
Kushiel's Dart (Phèdre's Trilogy, #1),289,10
The High King (The Chronicles of Prydain #5),168,6
Pyramids (Discworld, #7),199,9
